stop_id,stop_code,stop_name,stop_lat,stop_lon
140,U01966,Model Town-III,28.7061,77.1853
141,U02346,Kendriya Terminal (Pt. Pant Marg),28.62155,77.2062166666667
142,U03052,Railway Road Bridge,28.610933,77.2518
143,U00615,Sultan Puri Crossing,28.682317,77.068783
144,U03126,Shastri Park,28.6726,77.2571
145,U03501,Government Senior Secondary School,28.6317,77.2979
146,DC0079,Chirag Dilli,28.5415,77.2296
147,U01128,PS Mayapuri,28.625217,77.119867
148,DC4414,KharKhari Rondh,28.561696,76.941952
149,DC105,Shaheen Bagh Thokar No 8 (A F Enclave ),28.54925,77.303983
150,U02901,ITPO Gate No. 3,28.6155,77.24015
151,DC4437,Shiv Enclave Dichau,28.623999,76.984556
152,U00217,Dichau Chowk,28.6173,76.983867
153,DC4460,Pandwala Village,28.5657,76.963135
154,U01158,Sadar Bazar,28.5954,77.1227
155,U01977,Model Town III,28.7059333333333,77.18525
156,U01333,Wood Market (Mansarovar Garden),28.638199,77.132423
157,U02757,Bharti Nagar,28.596683,77.228717
158,DC3959,Sunehari Pulla Depot / Jawaharlal  Nehru Stadium Terminal,28.5901157,77.2334405
159,U01288,Shankar Vihar/ National Highway 8,28.566367,77.134283
160,U01236,Mahipal Pur Village,28.54571,77.126809
161,U02237RS,Ravinder Rang Shala,28.640867,77.194933
162,U01835,R K Puram Nab,28.56125,77.1763
163,U00194,Tikri Hospital,28.6869,76.9783
164,U01114,Rangpuri,28.542143,77.118347
165,U02481,Udyog Bhawan,28.6126,77.2122
166,U02515,Vishwa Vidyalaya Metro Station,28.695083,77.215367
167,DC4397,ShivRam Park,28.667833,77.055183
168,U00736,Kapashera Border,28.5217,77.082117
169,U02176,Sant Nagar A-1,28.7387,77.1975
170,U01025,D Block Janakpuri,28.60785,77.10395
171,U03246,B-Block Yamuna Vihar,28.703117,77.270033
172,DC3837,APS School Dhaula Kuan,28.601533,77.168417
173,U01057,DDU Hospital,28.6282,77.111
174,U99789A,Rani Khera Bus Stand,28.7031,77.0279
175,U02112,Rana Pratap Bagh,28.6882666666667,77.1937
176,DC3625,Swaroop Nagar JJ Colony,28.7559,77.162867
177,U02468,HaujRani / MaxHospital,28.5283,77.212
178,U02291,Model Basti,28.6572,77.2038
179,U01096A,More Lines,28.583167,77.116567
180,DC3860,Kirari Railway Xing,28.686583,77.0625
181,U01630PC,Indian AirLine Colony/Priya Cinema,28.558583,77.158
182,U02596,South Extension,28.568367,77.22315
183,U01272,PitampuraMetro Stn (MadhuvanChowk),28.7029,77.1325
184,DC4523,Ishwar Colony,28.794758,77.029958
185,U02309,SJ Hospital,28.569483,77.204517
186,U01498,TV Tower (Power House),28.6997,77.1512
187,DC3982,Shiv Mandir,28.689933,77.28395
188,U01837,Shastri Nagar E Block,28.6711,77.17605
189,U02652,DIPSAR College of Pharmacy,28.5161,77.2237
190,U00932,Tilak Nagar,28.6367,77.097
191,U99881,Gagan Vihar,28.6455,77.2979
192,U02288,Gole Market,28.6347,77.2037
193,DC4374,Ranhola II,28.654617,77.038017
194,DC4703,Chandan Market Greater Kailash- II,28.531741,77.245673
195,DC3774,Christian Kabristan,28.7307,77.1902
196,U03772,Seemapuri Old,28.681,77.3279
197,U01035,New Multan Nagar,28.67755,77.1116
198,U00446,Swarn Park,28.6824,77.0408
199,DC4311,Dichau Kalan Depot,28.629012,76.997728
200,U03662,Gazipur Village,28.63225,77.315683
201,DC3688,Shaheen Bagh Thokar No. 8 (AF Enclave),28.549117,77.303983
202,DC3588,Garhi Maidu,28.6992,77.255533
203,U01467,Power House,28.673017,77.14725
204,U03384,East Azad Nagar,28.666167,77.283917
205,U02747,Bharti Nagar,28.5978,77.228467
206,U02105,Pusa Road Petrol Pump Sadhu Vaswani Marg,28.644583,77.192833
207,DC3542,Nangli Dairy,28.619772,77.017944
208,DC3565,Arjun Park,28.618,77.012067
209,DC0078,Alaknanda Apartments,28.525582,77.253435
210,U02462,HaujRani / MaxHospital,28.5285,77.2119
211,U00484,Sukhbeer Nagar,28.727533,77.04895
212,DC0055,CV Raman ITI,28.72095,77.20015
213,U01196,Rajdhani College / Raja Garden,28.654783,77.125417
214,U01859,RK Puram Sec-1,28.5642,77.1785
215,U02523A,Shivaji Stadium Terminal,28.63275,77.215633
216,U01541,Maharana Pratap Chowk,28.588067,77.1509
217,U00262,Deenpur Village,28.5933,76.9918
218,U01546,Punjab Kesari (Subhash Palace Depot),28.696,77.1558
219,U02272,Gole Market,28.6352,77.2031
220,DC0117,Ali Village,28.516117,77.296567
221,DC3711,Qamruddin Nagar Terminal,28.682022,77.054099
222,U01080,Janak Setu,28.6104,77.1138
223,DC0011,Avantika Crossing,28.69875,77.0964
224,DC3757,Modern School  Vasant Vihar F Block,28.559967,77.157317
225,U00383,TilangPur Kotla,28.649406,77.027234
226,DC3857,Krishna Colony,28.746817,77.087767
227,U99879,Delhi University,28.688417,77.214833
228,U00979,Mangolpur Kalan Village,28.6956166666667,77.1011833333333
229,U01014,Mangolpuri School,28.69465,77.105367
230,U02789,Sheikh Sarai More,28.5328,77.2306
231,DC4543,C P J College,28.857652,77.095746
232,U00449,Dwarka Sec 13-3 Xing,28.602567,77.040983
233,U00592,Nangloi Metro Station,28.682006,77.064933
234,DC4520,Shri Krishna Gaushala,28.779314,77.021694
235,U01013,Meenakshi Garden,28.639983,77.10435
236,U01082,Swarg Ashram,28.631,77.1149
237,U00982,Rithala Village,28.717233,77.1014
238,U03046,Garhi Gaon,28.5621,77.2512
239,U00767,CRPF Camp,28.645917,77.084483
240,U03029,Nehru Place,28.5486,77.2492
241,NS0257,Thimiyan Park,28.60265,77.133483
242,U03790,Shalimar Garden Crossing,28.6885,77.3303
243,DC4314,Dichau Chowk,28.616915,76.983843
244,U02237,Meghdoot Bhawan,28.644,77.200983
245,U03640,Yojana Vihar,28.65965,77.315183
246,U01331,Pittam Pura R U-Block,28.7111,77.1371
247,DC102,Tagore Garden D Block,28.652783,77.111967
248,U03521,Prince Apartment,28.63095,77.3008
249,DC3734,Pusta No 5 Sonia Vihar,28.734583,77.246633
250,U02193,Burari Village,28.754,77.1988
251,U03277,Holy Family Hospital,28.561083,77.275417
252,DC4122,Laxmi Narayan Temple,28.632285,77.199257
253,DC4022,Jhuljhuli Crossing,28.531783,76.9071
254,U02606,Novelty Cinema,28.6614,77.2211
255,U03433,Dharma Apartment,28.620183,77.2903
256,DC4082,Vivek Vihar Terminal,28.667933,77.3145
257,U00190,Nazafgarh Dhansa More,28.612021,76.978565
258,U00389,Kakrola More,28.618905,77.029949
259,U01582,GTK Depot,28.731183,77.158617
260,U03587,Hasanpur Depot,28.635993,77.306815
261,DC3917,Loha Mandi,28.640183,77.1455
262,DC4251,Teen Murti,28.605717,77.199067
263,U00692,M Block Vikaspuri,28.6386,77.078
264,U02702,Ambedkar Nagar Terminal,28.515951,77.225536
265,U02841,Delite Cinema,28.6412,77.2352
266,U03204,Ishwar Nagar,28.5616,77.266217
267,U99643,Kirari Lal Mandir,28.698,77.055467
268,DC3939,Shivani Apartments/ Kunj Vihar Sector-12 Dwarka,28.594117,77.035617
269,DC4059,Babarpur Extension,28.690727,77.278602
270,U03175,Tughalqabad Village,28.509067,77.265117
271,U03185,Govind Puri Metro Station,28.545217,77.2641
272,U02424,Bhavishya Nidhi Enclave,28.5422,77.2097
273,U00226,PS Najafgarh,28.6096,76.9827
274,U00813,Dabri Crossing (Pankha Road),28.613374,77.087756
275,U02830,Patiala House,28.6164,77.2339
276,U00906,Desu Colony Janak Puri,28.609871,77.095047
277,DC4537,Old Anaj Mandi,28.845696,77.088817
278,U02543,Palika Kendra,28.628567,77.216783
279,U99892A,Garrison Engg.,28.6053666666667,77.1474333333333
280,DC0005,Rohini West Metro Station,28.715,77.115
281,DC4391,PS Ranhola,28.65355,77.035417
282,DC4145,IGI Airport Terminal 2 (Air India Office),28.557092,77.091787
283,U00662,Gurudwara Vikaspuri,28.6385,77.0743
284,DC4497,CRPF Jharoda,28.638831,76.960643
285,U01814,B2 Block Ashok Vihar Ph II,28.693274,77.177899
286,DC4474,Mundhela Khurd School,28.616066,76.896431
287,U00716,Jwala Puri / Nangloi Depot,28.681417,77.0791
288,DC3976,Seelampur Market,28.673567,77.269983
289,U01939,Bhartiya Sadhu Samaj,28.6038,77.184
290,U03598,GTB Hospital Xing,28.6893,77.3077
291,U02673,Swami Nagar,28.5423,77.2248
292,U00566,Madhu Vihar,28.599883,77.0614
293,DC0129,East Vinod Nagar Depot,28.6219,77.300783
294,U02452,Kalawati Hospital,28.6381,77.2108
295,U01043,Rohini Depot - 3,28.6952,77.1094
296,DC3694,Bharat Nagar,28.566738,77.269676
297,U02862,Red Fort,28.6577,77.2371
298,U00267,Goela Dairy Crossing,28.591193,76.993282
299,U00344,BSF Campus Chhawla,28.547717,77.009283
300,U00680,Janakpuri C-1,28.6182,77.077017
301,U02783,J L Nehru Stadium,28.5841,77.2301
302,U02418,Gurudwara Bangla Sahib,28.625333,77.209333
303,U00867,GSKV School No-1 B-Block,28.6247,77.0922
304,U00002,Dhansa Border,28.562483,76.842883
305,DC4168,CGHS Dispensary,28.644633,77.209433
306,U01720,Shalimar Bagh(Ring Road),28.7037333333333,77.1690166666667
307,DC4560,JJ Colony Bawana Crpf Camp,28.806836,77.04801
308,U03010,Indira Gandhi Stadium,28.6328,77.2472
309,DC3920,Sainik Enclave/Vikas Nagar Nala Road,28.635083,77.025383
310,U00870,C-3 Janakpuri,28.615417,77.092583
311,U01332,Rang Puri Pahari,28.5379,77.1369
312,U02533,Saket Crossing,28.5179,77.216283
313,U00272,Ghevra Crossing (Kanjhawala Road),28.685717,76.994533
314,U00343,BSF Campus Chhawla,28.5479,77.00915
315,DC3897,M Block Greater Kailash- II,28.534913,77.243555
316,U00444,Ranhola Village,28.6561,77.04065
317,U02661,Lodhi Colony 18-Block,28.586733,77.22425
318,U02199,Burari Transport Authority,28.730567,77.198467
319,U02366,Shri Ram College,28.6891,77.2068
320,U02506,Krishi Bhawan / Rail Bhawan Metro Station,28.614867,77.212383
321,DC3605,Swaroop Nagar JJ Colony (GT Road),28.7581333333333,77.1480833333333
322,DC4480,Bharthal Chowk (Bharthal Road),28.554056,77.050407
323,DC4039,East Vinod Nagar Depot,28.620079,77.30087
324,U02882,Vayu Sena Bad (Tigri),28.5129,77.2385
325,DC0048,Rithala Crossing,28.7116,77.1074
326,DC3651,CGO Complex,28.588083,77.233667
327,DC4434,Dichau Kalan School,28.642699,76.986388
328,U01754,IA Block Ashok Vihar,28.68605,77.1704333333333
329,U00291,Sai Baba Mandir (Nazafgarh),28.61375,76.99985
330,U01131,Rajouri Garden,28.648821,77.122615
331,U02426,Khalsa College,28.6947,77.2097
332,U02753,Modern School,28.6278,77.2285
333,U01068,Zunk Market,28.618117,77.112183
334,U00211,Tikri Piyau / Azad Hind Gram,28.686817,76.979933
335,U01178,Mahipal Pur Crossing,28.548083,77.125267
336,U04003A,Nehru Place Terminal,28.548512,77.257157
337,U01269,Basai Darapur / Ramesh Nagar,28.653,77.1323
338,DC4308,DTC Apartments,28.697529,77.134098
339,U02339,Panchsheel Club (Sarv Priya Vihar),28.54345,77.207483
340,U03173,Kalkaji Mandir (MaaAnandmayeeMarg),28.547767,77.262833
341,U02123,Talkatora Stadium Garden,28.621667,77.194533
342,U99854A,Okhla Extension (Abul Fazl Encalve),28.5469,77.3066
343,U03181,Kalkaji Mandir,28.55205,77.2645
344,U03043,Rajghat Gandhi Darshan,28.6389,77.2502
345,DC3528,Kair Depot,28.618117,76.930783
346,U00646A,Nangloi JJ Colony,28.682267,77.059767
347,U03013,Raj Ghat,28.6417,77.2471
348,DC3840,Raja Puri,28.60428,77.05483
349,DC4377,Kotla Vihar Phase I,28.65105,77.0302
350,U03683,Maharaj Pur Check Post,28.643267,77.316583
351,U02941,Gupta Market,28.564833,77.241433
352,DC3771,Badli Telephone Exchange,28.74485,77.13265
353,U00751,Prehladpur Village,28.7512,77.080967
354,NS0313,Hansraj College,28.679067,77.208183
355,DC3628,Dwarka Sec 13-3 Xing,28.602717,77.04115
356,DC4457,Pandwala Khurd,28.562304,76.967114
357,DC4065,Bharti Public College,28.62235,77.09365
358,U02823,Jaipur House,28.6089,77.2333
359,DC4016,Dauralla Village,28.510833,76.895533
360,U03272,Yamuna Vihar Brijpuri,28.702633,77.2737
361,U99966,Power House,28.5058,77.3008
362,U02799,Chirag Delhi,28.540967,77.232083
363,U00478,Maharishi Valmiki Hospital / Pooth Khurd,28.775033,77.047683
364,U02400,Police Station Paharganj,28.646001,77.208094
365,DC3754,Gole Market (Bhai Veer Singh Marg),28.63225,77.205467
366,U03336,Jamiya Millia College,28.56115,77.280117
367,U00535,Prem Nagar,28.621961,77.05731
368,NS0256,Thimiyan Park,28.602817,77.133517
369,U03349,Shahdara (Shyam Lal College),28.67307,77.282696
370,DC4228,Surya Nagar,28.66785,77.32135
371,U01490,Inderpuri A-Block,28.6287,77.1511
372,U01557,Ram Pura (Ashok Park),28.6714,77.157083
373,U03675,NHW-24 Xing (Gazipur Xing),28.630333,77.316283
374,U00491,Kiran Garden,28.62081,77.048338
375,U02048,T B Hospital,28.5283,77.1897
376,U01402,Shakurpur Shiv Mandir,28.680921,77.142863
377,U02591,Prithviraj Road Crossing,28.59745,77.220083
378,U03429,Shahdara Railway Bridge,28.6749,77.2898
379,U02853,Masjid Moth,28.54085,77.236067
380,U01826,Bapu Dham,28.5994,77.1758
382,U99808,Madan Pur Dabas,28.715933,77.027883
383,U01749,RK Puram Sec-9,28.5713,77.1707
384,U03056,C R Park Market 2,28.537903,77.252411
385,U01375,New Moti Bagh B Block,28.66365,77.140683
386,DC4245,Tyag Raj Marg,28.6091,77.202983
387,U02878,Delhi Gate (JLN Marg),28.6400333333333,77.2380333333333
388,DC4291,Shakur Pur JJ Colony/ Britannia,28.684313,77.14563
389,U02244,PNB Geetanjali,28.529313,77.2013
390,DC0031,Wazirpur Depot Road No 41 (Subhash Place Market),28.6937,77.1512
391,DC4331,Nehru Bus Stand Goyla Dairy,28.580514,77.019268
392,DC3668,RK Puram Sec-10,28.5702,77.173167
393,U01071A,Shiv Murti,28.536033,77.1119
394,U02514,Shivaji Stadium Terminal,28.633083,77.21545
395,U99646,Bawana,28.800011,77.035613
396,U03556,Badarpur Border,28.4927,77.303817
397,DC3794,Tahir Pur,28.691367,77.324967
398,U03673,Sunder Nagri,28.6928,77.3162
399,U02820,Turkman Gate / G B Pant Hosipatal,28.6417,77.2333
400,U01926,Bara Bagh,28.7017,77.1828
401,U03478,Meet Nagar,28.70025,77.297667
402,U01398,ISIC Hospital (Verma farm),28.53395,77.1427
403,U01539,C-4 Keshav Puram,28.6904,77.154983
404,U01957,Bharat Nagar Xing,28.6809,77.1846
405,U02699,Old Delhi Railway Station (Fatehpuri),28.660295,77.224901
406,U00012,AIR Force Camp,28.5633,76.8719
407,DC4417,Ghuman Hera School,28.537022,76.922455
408,U03213,DDA Kalkaji Extn,28.526817,77.2669
409,U00445,Harijan Basti,28.707367,77.040317
410,U01549,Shadipur Colony,28.6516,77.1561
411,U03610,Vijaya Laxmi Apartment,28.6289,77.309017
412,DC4268,Radhu Palace,28.636483,77.285567
413,DC3731,Gatta Factory Sonia Vihar,28.730183,77.24575
414,U01098,Rohini Sec-9 /7,28.7138,77.1172
415,U99986,Vikaspuri Xing,28.6276,77.0697
416,U00683,Pooth Kalan,28.71425,77.0770666666667
417,U00401,Karala Crossing,28.731617,77.03235
418,DC4486,Baba Haridass Nagar,28.623725,76.970389
419,U00538,Prem Nagar,28.62211,77.056846
420,U03528,Saraswati Kunj,28.6239,77.3012
421,U00021,Bakkar Garh Xing,28.591717,76.885917
422,U02586,INMAS,28.703583,77.219917
423,U03149,ISBT Sarai Kale Khan,28.588832,77.258796
424,U01990,Hyatt Hotel,28.5702,77.1857
425,U00425,Rama Park,28.619965,77.036719
426,U01945,Subhadra Colony,28.671105,77.184219
427,U03621,Hassanpur Village,28.6363,77.3103
428,U03000,Nizamuddin Extension,28.589233,77.2463
429,U03084,Guru Ravi Das Ashram / Tughlaqabad Extension,28.51945,77.254483
430,U02888,Vayu Sena Bad (Tigri),28.5129,77.2389
431,U01030SB,Shahbad School,28.7456833333333,77.10735
432,U02639,Lodhi Colony,28.591683,77.2235
433,U01162,Metal Forging,28.6298,77.1233
434,U00808,Kapashera Crossing,28.5313,77.08815
435,U01765,Officer Enclave S.P Marg,28.597,77.1713
436,U01363,Pittampura BU-Block,28.7164,77.1396
437,U00685,C1 Janak Puri,28.6178,77.0771
438,U00910,B Block Mangol Puri,28.689117,77.09555
439,U01139,Rohini Sec-16 Xing,28.7437,77.1216
440,U03637,Chand Cinema,28.612983,77.3125
441,DC4340,Police Post,28.577292,77.035195
442,U00996,St. Xavier School Shahbad,28.7456,77.103
443,DC0066,Sunehari Pulla Depot / Jawahar Lal Nehru Stadium Terminal,28.59155,77.233117
444,U01220,Raja Garden,28.650783,77.1262
445,U01880,Bharat Nagar,28.6806,77.1799
446,U03100,Shastri Park,28.6729,77.2553
447,U01006,Pal Colony,28.7235,77.1036
448,DC4194,Dwarka Sec-6/7,28.59012,77.068955
449,DC4440,Dichau Chowk,28.617384,76.983711
450,ST2148,Mori Gate Terminal,28.665873,77.222024
451,U00273,FCI Ghevra,28.692392,76.9942
452,U02319,Bara Hindu Rao,28.6608666666667,77.20415
453,U01386,Samrat Enclave,28.68525,77.14105
454,DC3883,Dhool Siras,28.552849,77.035179
455,DC3577,Shastri Park,28.673083,77.25405
456,U00441,Ranhola II,28.654476,77.038017
457,U01729,South Patel Nagar (Metro Station),28.6454,77.1689
458,U01648,Vasant Lok,28.56035,77.164417
459,U02407,Maidan Garhi Crossing (SDM Court),28.519067,77.2088
460,U02999,Sant Nagar,28.552367,77.246167
461,DC3677,Mangol Puri J Block,28.697888,77.083427
462,U00871,PS Mangol Puri,28.6965,77.091882
464,U01930,New Rajinder Nagar Post Office,28.636825,77.182967
465,DC3783,Mangol Puri Y Block,28.70275,77.0881
466,NS0454,Doulat Ram College,28.6882,77.2063
467,U00560,Kirari Gaon,28.693676,77.060986
468,U03732,Shahdara Border,28.6775,77.323
469,DC4363,Keshav Nagar Mukti Ashram,28.779129,77.179635
470,DC4463,Okhla Village (Temporary),28.562333,77.29185
471,DC4071,Faiz Road,28.648227,77.198819
472,U01385,APS Colony/ Jharera Gaon,28.579433,77.145
473,U01845,Railway Colony (Sardar Paltel Marg),28.600683,77.17805
474,U02072,11 Murti,28.61105,77.1907
475,DC3988,Chhajupur,28.6894,77.287
476,DC3965,Kapashera Village Bijwasan Road,28.52773,77.076142
477,DC3591,Zero Pusta,28.6778,77.256783
478,U03396,Shahdara Terminal,28.674286,77.287117
479,U01248,Madhuban Chowk Outer Ring Road,28.703,77.1298
480,U01393,Kohat Enclave Metro Station,28.6974166666667,77.1421
481,U01330,Punjabi Bagh Terminal,28.66735,77.137317
482,U01782,R K Puram Sec-7,28.5706,77.1727
483,DC3760,Surya Niketan,28.655733,77.310317
484,DC0014,Railway Road Bridge,28.609851,77.251781
485,U02902,Darya Ganj,28.644033,77.24035
486,DC3654,Exchange Store / Civil Lines Metro Station,28.676783,77.224833
487,U02571,Mall Road,28.693617,77.2184
488,DC0136,CRPF Camp / Crown Plaza,28.527867,77.272383
489,U02207,Faiz Road,28.648267,77.199017
490,DC3906,C Block Mangol Puri,28.692367,77.0906
491,U00300,Hiran Kudna Crossing,28.684683,77.000967
492,DC3948,Rani Bagh Railway Colony,28.6839,77.12795
493,U01520,Pandav Nagar,28.650051,77.153678
494,U02785,ISBT Kashmere Gate,28.666756,77.229348
495,U00349,Dariyapur Gaon,28.812783,77.00915
496,U01804,East Patel Nagar,28.6404,77.1742
497,U02455,PS Tughlaq Road,28.599883,77.2112
498,U99926A,Telephone Exchange Karol Bagh,28.64315,77.181917
499,DC4423,KharKhari Rondh,28.56176,76.941887
500,U00453,Mohan Garden,28.620385,77.040795
501,U03760,Mayur vihar Phase-III Crossing,28.601583,77.326033
502,DC4572,Chandpur Xing,28.75134,77.014497
